workerid,rt,content,trigger,short_trigger,trigger_class,response,block,slide_number_in_experiment,age,trial
4,3077,cupcakes,MC1,MC,NonProj,0,block1,5,28,3
4,2683,horse,noticed,noticed,C,0,block1,6,28,4
4,2741,garage,MC2,MC,NonProj,0,block1,7,28,5
4,3826,chili,saw,saw,C,0,block1,8,28,6
4,3012,damp,MC8,MC,NonProj,0,block1,9,28,7
4,3629,dancing,found_out,found_out,C,0,block1,10,28,8
4,2465,tea,MC5,MC,NonProj,0,block1,11,28,9
4,10594,hat,realize,realize,C,1,block1,12,28,10
4,10515,bmw,revealed,revealed,C,1,block1,13,28,11
4,4599,frisbee,MC7,MC,NonProj,0,block1,14,28,12
4,5930,nails,discovered,discovered,C,1,block1,15,28,13
4,3784,poem,MC6,MC,NonProj,0,block1,16,28,14
4,4867,poodle,is_aware,is_aware,C,1,block1,17,28,15
4,3924,zoo,is_amused,is_amused,C,1,block1,18,28,16
4,4802,picture,established,established,C,0.89,block1,19,28,17
4,3378,ditch,is_annoyed,is_annoyed,C,1,block1,20,28,18
4,4495,purple,learned,learned,C,1,block1,21,28,19
4,5192,yoga,MC3,MC,NonProj,0,block1,22,28,20
7,10855,purple,confessed,confessed,C,1,block1,3,39,1
7,7159,pool,MC3,MC,NonProj,0.01,block1,4,39,2
7,4573,tea,MC5,MC,NonProj,0.02,block1,5,39,3
7,6599,picture,found_out,found_out,C,0.01,block1,6,39,4
7,5000,poodle,realize,realize,C,0.02,block1,7,39,5
7,15824,hat,saw,saw,C,1,block1,8,39,6
7,8030,swing,is_amused,is_amused,C,0.79,block1,9,39,7
7,5953,damp,noticed,noticed,C,0,block1,10,39,8
7,5477,garage,MC1,MC,NonProj,0.82,block1,11,39,9
7,5799,bmw,MC7,MC,NonProj,0.08,block1,12,39,10
7,4103,frisbee,MC8,MC,NonProj,0.04,block1,13,39,11
7,5247,horse,revealed,revealed,C,0.91,block1,14,39,12
7,6848,poem,is_annoyed,is_annoyed,C,0.8,block1,15,39,13
7,3479,chili,learned,learned,C,0.0600000000000001,block1,16,39,14
7,5609,cupcakes,MC4,MC,NonProj,0.07,block1,17,39,15
7,2735,dancing,MC2,MC,NonProj,0.01,block1,18,39,16
7,5639,nails,is_aware,is_aware,C,0.98,block1,19,39,17
7,4455,yoga,established,established,C,0.63,block1,20,39,18
7,7624,ditch,discovered,discovered,C,0.89,block1,21,39,19
7,2708,zoo,MC6,MC,NonProj,0,block1,22,39,20
8,14793,tea,found_out,found_out,C,0.02,block1,3,22,1
8,9240,chili,revealed,revealed,C,0,block1,4,22,2
8,7537,hat,MC8,MC,NonProj,0.01,block1,5,22,3
8,14164,pool,established,established,C,0.01,block1,6,22,4
8,7861,poodle,is_amused,is_amused,C,0.99,block1,7,22,5
8,6378,purple,saw,saw,C,0.02,block1,8,22,6
8,5866,horse,realize,realize,C,0,block1,9,22,7
8,5300,garage,confessed,confessed,C,0.01,block1,10,22,8
8,5423,damp,noticed,noticed,C,0.01,block1,11,22,9
8,4130,nails,MC7,MC,NonProj,0.02,block1,12,22,10
8,4380,ditch,MC4,MC,NonProj,0.02,block1,13,22,11
8,6379,swing,is_aware,is_aware,C,0.02,block1,14,22,12
8,7598,zoo,MC5,MC,NonProj,0.01,block1,15,22,13
8,4090,frisbee,learned,learned,C,0.02,block1,16,22,14
8,3863,dancing,MC1,MC,NonProj,0,block1,17,22,15
8,4480,bmw,discovered,discovered,C,0.02,block1,18,22,16
8,7714,poem,is_annoyed,is_annoyed,C,0.98,block1,19,22,17
8,5420,picture,MC2,MC,NonProj,0.02,block1,20,22,18
8,8411,yoga,MC3,MC,NonProj,0.01,block1,21,22,19
8,6223,cupcakes,MC6,MC,NonProj,0.02,block1,22,22,20
9,9151,swing,revealed,revealed,C,0.65,block1,3,33,1
9,7028,ditch,noticed,noticed,C,0.53,block1,4,33,2
9,4211,poem,MC6,MC,NonProj,0.0600000000000001,block1,5,33,3
9,5574,cupcakes,is_amused,is_amused,C,0.39,block1,6,33,4
9,3284,garage,MC2,MC,NonProj,0.03,block1,7,33,5
9,2678,zoo,MC8,MC,NonProj,0.03,block1,8,33,6
9,3056,tea,MC4,MC,NonProj,0.01,block1,9,33,7
9,4913,purple,realize,realize,C,0.49,block1,10,33,8
9,7357,damp,discovered,discovered,C,0.69,block1,11,33,9
9,4482,pool,found_out,found_out,C,0.68,block1,12,33,10
9,5530,picture,confessed,confessed,C,0.71,block1,13,33,11
9,2867,poodle,MC1,MC,NonProj,0.02,block1,14,33,12
9,4416,nails,is_annoyed,is_annoyed,C,0.76,block1,15,33,13
9,4042,yoga,MC7,MC,NonProj,0.04,block1,16,33,14
9,3780,horse,learned,learned,C,0.51,block1,17,33,15
9,4164,bmw,established,established,C,0.25,block1,18,33,16
9,3683,dancing,MC3,MC,NonProj,0.03,block1,19,33,17
9,3043,frisbee,MC5,MC,NonProj,0.03,block1,20,33,18
9,4284,chili,saw,saw,C,0.7,block1,21,33,19
9,3740,hat,is_aware,is_aware,C,0.82,block1,22,33,20
10,12419,pool,realize,realize,C,0.04,block1,3,24,1
10,13961,poem,noticed,noticed,C,0.05,block1,4,24,2
10,8448,garage,confessed,confessed,C,0.84,block1,5,24,3
10,9131,picture,saw,saw,C,0.88,block1,6,24,4
10,9117,frisbee,is_annoyed,is_annoyed,C,0.91,block1,7,24,5
10,4372,purple,MC3,MC,NonProj,0.04,block1,8,24,6
10,4163,hat,MC2,MC,NonProj,0.03,block1,9,24,7
10,7834,zoo,established,established,C,0.48,block1,10,24,8
10,9241,yoga,MC7,MC,NonProj,0.02,block1,11,24,9
10,6061,damp,MC1,MC,NonProj,0.01,block1,12,24,10
10,8655,swing,discovered,discovered,C,0.82,block1,13,24,11
10,9461,ditch,is_amused,is_amused,C,0.92,block1,14,24,12
10,4960,chili,MC8,MC,NonProj,0.01,block1,15,24,13
10,10833,cupcakes,learned,learned,C,0.85,block1,16,24,14
10,5227,bmw,is_aware,is_aware,C,0.9,block1,17,24,15
10,5802,tea,MC6,MC,NonProj,0.04,block1,18,24,16
10,5350,poodle,revealed,revealed,C,0.94,block1,19,24,17
10,5368,dancing,MC5,MC,NonProj,0.01,block1,20,24,18
10,5109,nails,found_out,found_out,C,0.91,block1,21,24,19
10,5663,horse,MC4,MC,NonProj,0.02,block1,22,24,20
11,9853,cupcakes,MC6,MC,NonProj,0,block1,3,32,1
11,18005,swing,discovered,discovered,C,0.03,block1,4,32,2
11,13653,zoo,learned,learned,C,0.02,block1,5,32,3
11,12047,garage,is_amused,is_amused,C,0.95,block1,6,32,4
11,4832,picture,MC8,MC,NonProj,0.04,block1,7,32,5
11,20030,hat,established,established,C,0.0600000000000001,block1,8,32,6
11,8385,horse,saw,saw,C,0.85,block1,9,32,7
11,11270,purple,noticed,noticed,C,0.32,block1,10,32,8
11,7352,pool,is_aware,is_aware,C,0.46,block1,11,32,9
11,8944,tea,confessed,confessed,C,0.75,block1,12,32,10
11,12680,poem,is_annoyed,is_annoyed,C,0.8,block1,13,32,11
11,29761,nails,MC7,MC,NonProj,0,block1,14,32,12
11,5913,chili,MC1,MC,NonProj,0.01,block1,15,32,13
11,13372,ditch,MC2,MC,NonProj,0.03,block1,16,32,14
11,7314,damp,MC3,MC,NonProj,0.01,block1,17,32,15
11,13100,frisbee,MC4,MC,NonProj,0.02,block1,18,32,16
11,5626,bmw,MC5,MC,NonProj,0.02,block1,19,32,17
11,16407,yoga,found_out,found_out,C,0.6,block1,20,32,18
11,6134,dancing,revealed,revealed,C,0.65,block1,21,32,19
11,8121,poodle,realize,realize,C,0.44,block1,22,32,20
12,16159,frisbee,MC2,MC,NonProj,0.04,block1,3,32,1
12,13023,yoga,MC1,MC,NonProj,0.0600000000000001,block1,4,32,2
12,8393,picture,MC5,MC,NonProj,0.24,block1,5,32,3
12,11325,chili,is_amused,is_amused,C,0.92,block1,6,32,4
12,7976,tea,MC7,MC,NonProj,0.14,block1,7,32,5
12,12612,cupcakes,MC6,MC,NonProj,0.1,block1,8,32,6
12,6685,poodle,MC8,MC,NonProj,0.11,block1,9,32,7
12,16662,hat,revealed,revealed,C,0.03,block1,10,32,8
12,8847,pool,established,established,C,0.05,block1,11,32,9
12,9783,nails,is_annoyed,is_annoyed,C,0.89,block1,12,32,10
12,6379,poem,MC4,MC,NonProj,0.01,block1,13,32,11
12,11715,damp,realize,realize,C,0.0600000000000001,block1,14,32,12
12,12696,zoo,is_aware,is_aware,C,0.95,block1,15,32,13
12,12672,swing,noticed,noticed,C,0.88,block1,16,32,14
12,9808,dancing,found_out,found_out,C,0.9,block1,17,32,15
12,8920,purple,saw,saw,C,0.94,block1,18,32,16
12,8055,ditch,learned,learned,C,0.93,block1,19,32,17
12,11955,bmw,confessed,confessed,C,0.96,block1,20,32,18
12,10820,horse,discovered,discovered,C,0.95,block1,21,32,19
12,6287,garage,MC3,MC,NonProj,0.08,block1,22,32,20
13,9532,pool,MC1,MC,NonProj,0,block1,3,20,1
13,6225,hat,established,established,C,1,block1,4,20,2
13,3370,picture,MC7,MC,NonProj,0,block1,5,20,3
13,3120,bmw,MC8,MC,NonProj,0,block1,6,20,4
13,5398,horse,noticed,noticed,C,1,block1,7,20,5
13,4526,swing,MC4,MC,NonProj,0,block1,8,20,6
13,4069,garage,confessed,confessed,C,1,block1,9,20,7
13,5931,nails,revealed,revealed,C,1,block1,10,20,8
13,5210,dancing,is_amused,is_amused,C,1,block1,11,20,9
13,5441,zoo,saw,saw,C,1,block1,12,20,10
13,5506,chili,realize,realize,C,0.88,block1,13,20,11
13,5224,frisbee,MC3,MC,NonProj,0,block1,14,20,12
13,4510,tea,MC2,MC,NonProj,0,block1,15,20,13
13,2252,poodle,MC5,MC,NonProj,0,block1,16,20,14
13,4534,cupcakes,learned,learned,C,1,block1,17,20,15
13,4139,poem,is_annoyed,is_annoyed,C,1,block1,18,20,16
13,3447,ditch,MC6,MC,NonProj,0,block1,19,20,17
13,4099,purple,found_out,found_out,C,0.89,block1,20,20,18
13,6403,yoga,is_aware,is_aware,C,0.89,block1,21,20,19
13,5451,damp,discovered,discovered,C,1,block1,22,20,20
14,15086,swing,MC2,MC,NonProj,0,block1,3,29,1
14,5959,poodle,MC7,MC,NonProj,0.03,block1,4,29,2
14,6852,pool,MC1,MC,NonProj,0.01,block1,5,29,3
14,11253,frisbee,found_out,found_out,C,0.9,block1,6,29,4
14,10346,cupcakes,is_aware,is_aware,C,0.87,block1,7,29,5
14,7439,ditch,realize,realize,C,0.88,block1,8,29,6
14,7134,hat,is_amused,is_amused,C,0.86,block1,9,29,7
14,9239,picture,confessed,confessed,C,0.88,block1,10,29,8
14,6161,purple,discovered,discovered,C,0.83,block1,11,29,9
14,5831,yoga,is_annoyed,is_annoyed,C,0.9,block1,12,29,10
14,9010,bmw,MC4,MC,NonProj,0.02,block1,13,29,11
14,11217,damp,revealed,revealed,C,0.87,block1,14,29,12
14,7801,garage,established,established,C,0.65,block1,15,29,13
14,6630,chili,learned,learned,C,0.79,block1,16,29,14
14,8244,dancing,noticed,noticed,C,0.79,block1,17,29,15
14,7249,horse,MC3,MC,NonProj,0.02,block1,18,29,16
14,3544,nails,MC5,MC,NonProj,0.03,block1,19,29,17
14,7327,poem,saw,saw,C,0.84,block1,20,29,18
14,3797,zoo,MC6,MC,NonProj,0.05,block1,21,29,19
14,29266,tea,MC8,MC,NonProj,0,block1,22,29,20
15,7484,damp,MC5,MC,NonProj,0,block1,3,26,1
15,4390,swing,MC4,MC,NonProj,0,block1,4,26,2
15,5406,frisbee,is_amused,is_amused,C,0.92,block1,5,26,3
15,3526,nails,MC1,MC,NonProj,0,block1,6,26,4
15,4724,poodle,revealed,revealed,C,0.88,block1,7,26,5
15,4546,yoga,saw,saw,C,0.6,block1,8,26,6
15,3198,zoo,MC2,MC,NonProj,0,block1,9,26,7
15,4180,poem,found_out,found_out,C,0.59,block1,10,26,8
15,4331,horse,established,established,C,0.87,block1,11,26,9
15,3857,chili,MC6,MC,NonProj,0,block1,12,26,10
15,3195,cupcakes,MC7,MC,NonProj,0,block1,13,26,11
15,3848,hat,MC3,MC,NonProj,0,block1,14,26,12
15,3266,garage,discovered,discovered,C,1,block1,15,26,13
15,2703,purple,MC8,MC,NonProj,0,block1,16,26,14
15,4039,picture,is_aware,is_aware,C,0.78,block1,17,26,15
15,3345,pool,noticed,noticed,C,0.86,block1,18,26,16
15,3467,dancing,learned,learned,C,0.95,block1,19,26,17
15,3716,bmw,confessed,confessed,C,0.87,block1,20,26,18
15,2784,ditch,is_annoyed,is_annoyed,C,0.94,block1,21,26,19
15,3455,tea,realize,realize,C,1,block1,22,26,20
16,9656,dancing,MC6,MC,NonProj,0,block1,3,20,1
16,24633,pool,learned,learned,C,0.64,block1,4,20,2
16,16618,picture,noticed,noticed,C,0.77,block1,5,20,3
16,13073,purple,confessed,confessed,C,0.81,block1,6,20,4
16,13811,chili,is_aware,is_aware,C,0.8,block1,7,20,5
16,12249,damp,MC3,MC,NonProj,0.02,block1,8,20,6
16,6581,tea,found_out,found_out,C,0.86,block1,9,20,7
16,5479,nails,MC2,MC,NonProj,0.04,block1,10,20,8
16,11286,ditch,is_annoyed,is_annoyed,C,0.8,block1,11,20,9
16,6099,poem,MC4,MC,NonProj,0.02,block1,12,20,10
16,12320,poodle,realize,realize,C,0.79,block1,13,20,11
16,13058,hat,revealed,revealed,C,0.75,block1,14,20,12
16,5977,garage,saw,saw,C,0.82,block1,15,20,13
16,4240,horse,MC7,MC,NonProj,0,block1,16,20,14
16,5004,cupcakes,MC1,MC,NonProj,0.0600000000000001,block1,17,20,15
16,5175,frisbee,MC8,MC,NonProj,0.04,block1,18,20,16
16,8651,yoga,established,established,C,0.78,block1,19,20,17
16,6365,zoo,discovered,discovered,C,0.77,block1,20,20,18
16,9549,bmw,is_amused,is_amused,C,0.7,block1,21,20,19
16,5611,swing,MC5,MC,NonProj,0.02,block1,22,20,20
18,18564,picture,MC1,MC,NonProj,0.02,block1,3,29,1
18,8566,zoo,is_amused,is_amused,C,0.98,block1,4,29,2
18,11667,hat,confessed,confessed,C,0.77,block1,5,29,3
18,7399,garage,saw,saw,C,0.76,block1,6,29,4
18,7199,nails,MC6,MC,NonProj,0.02,block1,7,29,5
18,13782,poodle,MC5,MC,NonProj,0.01,block1,8,29,6
18,7859,ditch,discovered,discovered,C,0.7,block1,9,29,7
18,11940,swing,noticed,noticed,C,0.66,block1,10,29,8
18,8599,tea,MC3,MC,NonProj,0,block1,11,29,9
18,7917,poem,MC8,MC,NonProj,0.02,block1,12,29,10
18,9233,frisbee,learned,learned,C,0.58,block1,13,29,11
18,6217,dancing,established,established,C,0.81,block1,14,29,12
18,9299,pool,is_aware,is_aware,C,0.74,block1,15,29,13
18,7051,cupcakes,realize,realize,C,0.82,block1,16,29,14
18,11298,purple,found_out,found_out,C,0.44,block1,17,29,15
18,5750,horse,MC4,MC,NonProj,0.03,block1,18,29,16
18,9459,bmw,revealed,revealed,C,0.36,block1,19,29,17
18,6590,damp,MC7,MC,NonProj,0.02,block1,20,29,18
18,5466,chili,MC2,MC,NonProj,0.02,block1,21,29,19
18,8434,yoga,is_annoyed,is_annoyed,C,0.98,block1,22,29,20
19,12879,poem,learned,learned,C,1,block1,3,34,1
19,11615,yoga,established,established,C,0,block1,4,34,2
19,7320,chili,revealed,revealed,C,0,block1,5,34,3
19,12695,swing,found_out,found_out,C,1,block1,6,34,4
19,4808,poodle,MC5,MC,NonProj,0,block1,7,34,5
19,7456,bmw,is_annoyed,is_annoyed,C,1,block1,8,34,6
19,34545,horse,is_aware,is_aware,C,1,block1,9,34,7
19,6056,dancing,MC7,MC,NonProj,0,block1,10,34,8
19,8912,hat,saw,saw,C,1,block1,11,34,9
19,6552,cupcakes,is_amused,is_amused,C,1,block1,12,34,10
19,10896,garage,confessed,confessed,C,1,block1,13,34,11
19,8432,damp,realize,realize,C,1,block1,14,34,12
19,4536,pool,MC6,MC,NonProj,0,block1,15,34,13
19,6631,ditch,MC8,MC,NonProj,0,block1,16,34,14
19,4552,tea,MC4,MC,NonProj,0,block1,17,34,15
19,3368,zoo,noticed,noticed,C,0,block1,18,34,16
19,7136,picture,discovered,discovered,C,1,block1,19,34,17
19,4785,nails,MC3,MC,NonProj,0,block1,20,34,18
19,4198,frisbee,MC2,MC,NonProj,0,block1,21,34,19
19,3832,purple,MC1,MC,NonProj,0,block1,22,34,20
20,13533,tea,is_annoyed,is_annoyed,C,1,block1,3,36,1
20,9623,swing,MC3,MC,NonProj,0,block1,4,36,2
20,4064,horse,MC6,MC,NonProj,0.02,block1,5,36,3
20,9711,pool,established,established,C,1,block1,6,36,4
20,20159,frisbee,noticed,noticed,C,0.98,block1,7,36,5
20,4833,hat,MC4,MC,NonProj,0,block1,8,36,6
20,5224,poodle,MC2,MC,NonProj,0.01,block1,9,36,7
20,6391,dancing,learned,learned,C,1,block1,10,36,8
20,4681,garage,MC5,MC,NonProj,0,block1,11,36,9
20,6496,zoo,MC1,MC,NonProj,0,block1,12,36,10
20,6647,bmw,saw,saw,C,1,block1,13,36,11
20,6240,picture,is_aware,is_aware,C,0,block1,14,36,12
20,7336,nails,MC7,MC,NonProj,0.01,block1,15,36,13
20,5182,ditch,found_out,found_out,C,1,block1,16,36,14
20,16767,purple,discovered,discovered,C,1,block1,17,36,15
20,8424,poem,MC8,MC,NonProj,0,block1,18,36,16
20,6479,cupcakes,is_amused,is_amused,C,0.99,block1,19,36,17
20,5439,chili,revealed,revealed,C,0.99,block1,20,36,18
20,8273,yoga,realize,realize,C,1,block1,21,36,19
20,11025,damp,confessed,confessed,C,0.99,block1,22,36,20
21,14068,swing,MC5,MC,NonProj,0.08,block1,3,21,1
21,8899,damp,is_annoyed,is_annoyed,C,0.95,block1,4,21,2
21,3842,zoo,MC1,MC,NonProj,0.0600000000000001,block1,5,21,3
21,5802,horse,learned,learned,C,0.96,block1,6,21,4
21,5070,nails,established,established,C,0.12,block1,7,21,5
21,4641,pool,MC7,MC,NonProj,0.11,block1,8,21,6
21,4218,purple,confessed,confessed,C,0.96,block1,9,21,7
21,4267,cupcakes,MC3,MC,NonProj,0.0600000000000001,block1,10,21,8
21,4602,ditch,MC6,MC,NonProj,0.05,block1,11,21,9
21,4505,chili,found_out,found_out,C,0.92,block1,12,21,10
21,4510,poodle,saw,saw,C,0.97,block1,13,21,11
21,6877,picture,is_amused,is_amused,C,0.91,block1,14,21,12
21,5767,yoga,is_aware,is_aware,C,0.88,block1,15,21,13
21,12951,frisbee,MC4,MC,NonProj,0.95,block1,16,21,14
21,4630,hat,MC8,MC,NonProj,0.11,block1,17,21,15
21,6239,tea,noticed,noticed,C,0.96,block1,18,21,16
21,9070,bmw,revealed,revealed,C,0.86,block1,19,21,17
21,4630,dancing,realize,realize,C,0.77,block1,20,21,18
21,6368,poem,discovered,discovered,C,0.98,block1,21,21,19
21,5510,garage,MC2,MC,NonProj,0.87,block1,22,21,20
22,10197,chili,MC5,MC,NonProj,0,block1,3,30,1
22,4984,swing,learned,learned,C,0,block1,4,30,2
22,2538,dancing,MC1,MC,NonProj,0,block1,5,30,3
22,3453,horse,MC6,MC,NonProj,0,block1,6,30,4
22,3584,zoo,MC3,MC,NonProj,0.01,block1,7,30,5
22,8374,poem,confessed,confessed,C,0.01,block1,8,30,6
22,8567,damp,is_annoyed,is_annoyed,C,0,block1,9,30,7
22,5579,picture,MC7,MC,NonProj,0,block1,10,30,8
22,189023,frisbee,discovered,discovered,C,0,block1,11,30,9
22,4834,purple,MC2,MC,NonProj,0,block1,12,30,10
22,4622,garage,saw,saw,C,0,block1,13,30,11
22,9670,nails,noticed,noticed,C,0,block1,14,30,12
22,6682,cupcakes,is_amused,is_amused,C,0,block1,15,30,13
22,5590,bmw,found_out,found_out,C,0,block1,16,30,14
22,3856,pool,MC8,MC,NonProj,0,block1,17,30,15
22,6238,ditch,is_aware,is_aware,C,0,block1,18,30,16
22,4579,poodle,realize,realize,C,0,block1,19,30,17
22,1576,yoga,revealed,revealed,C,0,block1,20,30,18
22,1701,hat,MC4,MC,NonProj,0,block1,21,30,19
22,7302,tea,established,established,C,0,block1,22,30,20
23,7426,zoo,MC4,MC,NonProj,0.03,block1,3,25,1
23,6603,bmw,MC6,MC,NonProj,0.08,block1,4,25,2
23,5623,tea,discovered,discovered,C,0.55,block1,5,25,3
23,4734,cupcakes,saw,saw,C,0.53,block1,6,25,4
23,4445,yoga,MC3,MC,NonProj,0.07,block1,7,25,5
23,4055,swing,revealed,revealed,C,0.52,block1,8,25,6
23,4098,frisbee,realize,realize,C,0.54,block1,9,25,7
23,3457,poodle,confessed,confessed,C,0.63,block1,10,25,8
23,3121,ditch,established,established,C,0.54,block1,11,25,9
23,3342,hat,MC2,MC,NonProj,0.54,block1,12,25,10
23,3170,nails,noticed,noticed,C,0.48,block1,13,25,11
23,2518,pool,found_out,found_out,C,0.51,block1,14,25,12
23,2480,poem,is_amused,is_amused,C,0.47,block1,15,25,13
23,4319,chili,MC1,MC,NonProj,0.12,block1,16,25,14
23,3002,picture,learned,learned,C,0.44,block1,17,25,15
23,3583,horse,MC7,MC,NonProj,0.1,block1,18,25,16
23,2181,dancing,is_aware,is_aware,C,0.65,block1,19,25,17
23,2187,garage,is_annoyed,is_annoyed,C,0.59,block1,20,25,18
23,2368,purple,MC5,MC,NonProj,0.58,block1,21,25,19
23,4590,damp,MC8,MC,NonProj,0.14,block1,22,25,20
24,25681,tea,is_aware,is_aware,C,0.97,block1,3,30,1
24,10990,zoo,MC3,MC,NonProj,0,block1,4,30,2
24,14280,frisbee,confessed,confessed,C,0.96,block1,5,30,3
24,13863,cupcakes,MC2,MC,NonProj,0.01,block1,6,30,4
24,9200,bmw,revealed,revealed,C,0.98,block1,7,30,5
24,11743,poem,MC1,MC,NonProj,0,block1,8,30,6
24,15392,nails,MC5,MC,NonProj,0,block1,9,30,7
24,5567,hat,noticed,noticed,C,1,block1,10,30,8
24,8439,purple,MC6,MC,NonProj,0,block1,11,30,9
24,7423,chili,realize,realize,C,1,block1,12,30,10
24,9024,pool,saw,saw,C,0.95,block1,13,30,11
24,7495,garage,MC4,MC,NonProj,0,block1,14,30,12
24,6703,dancing,found_out,found_out,C,1,block1,15,30,13
24,6351,ditch,MC8,MC,NonProj,0,block1,16,30,14
24,6712,yoga,discovered,discovered,C,1,block1,17,30,15
24,5511,swing,is_amused,is_amused,C,1,block1,18,30,16
24,6231,damp,MC7,MC,NonProj,0,block1,19,30,17
24,6471,poodle,learned,learned,C,1,block1,20,30,18
24,9735,picture,established,established,C,0.96,block1,21,30,19
24,5535,horse,is_annoyed,is_annoyed,C,1,block1,22,30,20
25,12333,zoo,realize,realize,C,0.96,block1,3,23,1
25,5315,tea,MC6,MC,NonProj,0.01,block1,4,23,2
25,4041,hat,MC1,MC,NonProj,0.01,block1,5,23,3
25,9076,ditch,established,established,C,0.97,block1,6,23,4
25,9266,cupcakes,MC3,MC,NonProj,0.02,block1,7,23,5
25,7376,bmw,discovered,discovered,C,0.97,block1,8,23,6
25,9352,chili,revealed,revealed,C,1,block1,9,23,7
25,6609,dancing,learned,learned,C,0.99,block1,10,23,8
25,4896,horse,MC4,MC,NonProj,0.02,block1,11,23,9
25,10741,damp,found_out,found_out,C,0.98,block1,12,23,10
25,19570,pool,is_amused,is_amused,C,0.99,block1,13,23,11
25,6550,frisbee,is_aware,is_aware,C,0.99,block1,14,23,12
25,3297,garage,noticed,noticed,C,0.97,block1,15,23,13
25,3080,purple,saw,saw,C,0.97,block1,16,23,14
25,3520,poodle,MC5,MC,NonProj,0.02,block1,17,23,15
25,3658,swing,confessed,confessed,C,0.99,block1,18,23,16
25,4042,yoga,MC2,MC,NonProj,0.01,block1,19,23,17
